NH3,NO2,PM10,Lat,Lon,Station
0.89,40.11,8.756,52.875725,6.932432,NL10929
1.01,53.04,16.808,52.875725,6.932432,NL10929
1.14,52.46,19.832,52.875725,6.932432,NL10929
1.26,50.87,25.112,52.875725,6.932432,NL10929
1.39,49.96,8.504,52.875725,6.932432,NL10929
1.33,31.11,1.724,52.875725,6.932432,NL10929
1.26,19.78,,52.875725,6.932432,NL10929
1.14,15.46,22.34,52.875725,6.932432,NL10929
0.89,15.68,20.576,52.875725,6.932432,NL10929
1.08,17.98,25.112,52.875725,6.932432,NL10929
1.14,13.53,18.824,52.875725,6.932432,NL10929
1.2,12.73,17.564,52.875725,6.932432,NL10929
0.77,11.28,10.016,52.875725,6.932432,NL10929
0.77,10.57,2.6,52.875725,6.932432,NL10929
0.83,10.92,22.34,52.875725,6.932432,NL10929
0.89,9.15,13.04,52.875725,6.932432,NL10929
0.89,9.69,10.268,52.875725,6.932432,NL10929
0.95,11.68,12.032,52.875725,6.932432,NL10929
0.95,13.04,29.132,52.875725,6.932432,NL10929
1.01,13.52,29.012,52.875725,6.932432,NL10929
0.95,14.95,18.692,52.875725,6.932432,NL10929
0.95,20.38,22.844,52.875725,6.932432,NL10929
0.89,24.92,12.284,52.875725,6.932432,NL10929
0.89,21.62,13.04,52.875725,6.932432,NL10929
0.89,37.81,5.864,52.875725,6.932432,NL10929
0.89,47.67,12.656,52.875725,6.932432,NL10929
0.83,36.74,21.332,52.875725,6.932432,NL10929
0.83,33.25,,52.875725,6.932432,NL10929
0.83,24.29,19.7,52.875725,6.932432,NL10929
0.83,16.62,30.896,52.875725,6.932432,NL10929
0.83,14.63,15.296,52.875725,6.932432,NL10929
0.77,11.98,29.636,52.875725,6.932432,NL10929
0.7,16.06,17.936,52.875725,6.932432,NL10929
0.7,11.07,20.084,52.875725,6.932432,NL10929
0.64,10.44,9.512,52.875725,6.932432,NL10929
0.7,12.96,20.084,52.875725,6.932432,NL10929
0.7,14.03,8.0,52.875725,6.932432,NL10929
0.7,11.53,5.996,52.875725,6.932432,NL10929
0.77,9.38,15.8,52.875725,6.932432,NL10929
0.77,6.3,0.968,52.875725,6.932432,NL10929
0.7,3.85,1.472,52.875725,6.932432,NL10929
0.64,2.35,-1.048,52.875725,6.932432,NL10929
